name,address,accessible,wards_precincts
Plaza Arms,"501 N Central Av, Chicago, IL",False,ward 37 precinct 37
Mahalia Jackson Apts,"9177 S South Chicago, Chicago, IL",True,ward 7 precinct 46
Atrium Village,"300 W Hill St, Chicago, IL",True,ward 27 precinct 28
Fleming School,"4918 W 64 St, Chicago, IL",True,ward 13 precinct 13
Imperial Towers Condo,"4250 N Marine Dr, Chicago, IL",True,ward 46 precinct 7
Neil School,"8555 S Michigan Av, Chicago, IL",True,"ward 6 precinct 29, ward 6 precinct 37"
Greater Walters Ame Zion Church,"8422 S Damen Av, Chicago, IL",True,ward 18 precinct 32
Mc Kiernan Park,"10714 S Sawyer Av, Chicago, IL",True,ward 19 precinct 8
Richards Academy H S,"5030 S Bishop St, Chicago, IL",False,ward 20 precinct 17
Sokol Community Ctr,"4855 N Elston Av, Chicago, IL",False,"ward 39 precinct 9, ward 39 precinct 11"
Philip Rogers School,"7345 N Washtenaw Av, Chicago, IL",True,"ward 50 precinct 4, ward 50 precinct 9"
Washington Heights Sr Suites,"848 W 103 St, Chicago, IL",True,ward 34 precinct 45
Beaubien School,"5025 N Laramie Av, Chicago, IL",True,"ward 45 precinct 32, ward 45 precinct 33"
Michele Clark Magnet H S,"5101 W Harrison St, Chicago, IL",True,ward 29 precinct 6
St Gall,"5501 S Sawyer Av, Chicago, IL",False,ward 14 precinct 3
Peterson School,"5510 N Christiana Av, Chicago, IL",True,"ward 39 precinct 16, ward 39 precinct 22"
Stephen K Hayt Elementary Sch,"1530 W Granville Av, Chicago, IL",True,ward 48 precinct 20
Legacy Charter School,"4217 W 18 St, Chicago, IL",True,"ward 24 precinct 1, ward 24 precinct 33"
St James Parish,"2430 N Mango Av, Chicago, IL",True,ward 30 precinct 6
Hale Park District,"6258 W 62 St, Chicago, IL",True,"ward 13 precinct 18, ward 13 precinct 20"
Pablo Casals School,"3501 W Potomac Av, Chicago, IL",True,"ward 26 precinct 9, ward 26 precinct 41"
Clair House Senior Apartments,"1350 S Harding Av, Chicago, IL",True,ward 24 precinct 28
St Demetrios Greek Orthodox Ch,"2728 W Carmen Av, Chicago, IL",True,"ward 40 precinct 3, ward 40 precinct 5"
